,country,article_name,revision_id,article_quality_est.,population
605,Czech Republic,Luboš Dobrovský,787952395.0,Stub,
606,Czech Republic,Bedřich Moldan,787952868.0,Stub,
607,Czech Republic,Martin Palouš,788015952.0,Start,
608,Czech Republic,Hermann Zwierzina,788121309.0,Stub,
609,Czech Republic,Eduard Zeman,788178766.0,Stub,
610,Czech Republic,Richard Bienert,788410657.0,Start,
611,Czech Republic,Václav Hampl,789102318.0,Start,
612,Czech Republic,Miroslav Grebeníček,789546047.0,Stub,
613,Czech Republic,Vlasta Štěpová,789546066.0,Stub,
614,Czech Republic,Egon Lánský,789546079.0,Start,
615,Czech Republic,Antonín Prachař,789546102.0,Stub,
616,Czech Republic,Milan Horálek,789546147.0,Stub,
617,Czech Republic,Antonín Novotný,790372008.0,C,
618,Czech Republic,Zuzana Brzobohatá,790608148.0,Stub,
619,Czech Republic,Alena Palečková,790608180.0,Stub,
620,Czech Republic,Zuzana Roithová,790608186.0,Start,
621,Czech Republic,"List of MPs elected in the Czech legislative election, 2017",790838510.0,Stub,
622,Czech Republic,Martin Jahn,791374581.0,Start,
623,Czech Republic,Pavel Rychetský,792417439.0,Stub,
624,Czech Republic,Gustáv Slamečka,792476721.0,Start,
625,Czech Republic,Edvard Kožušník,793087579.0,Stub,
626,Czech Republic,Jan Masaryk,793642926.0,C,
627,Czech Republic,Jan Koukal,794146543.0,Stub,
628,Czech Republic,Pavel Bém,794995687.0,Start,
629,Czech Republic,"List of MPs elected in the Czech legislative election, 2013",795098385.0,C,
630,Czech Republic,Vít Bárta,795377941.0,Stub,
631,Czech Republic,Karl Kautsky,795807571.0,C,
632,Czech Republic,Karl von Czyhlarz,795809115.0,Stub,
633,Czech Republic,Václav Fresl,796253432.0,Stub,
634,Czech Republic,Josef Václav Frič,796403608.0,Start,
635,Czech Republic,Tomáš Zdechovský,796749458.0,C,
636,Czech Republic,Andrea Češková,796751775.0,Stub,
637,Czech Republic,Dana Kuchtová,796752629.0,Stub,
638,Czech Republic,Rudolf Margolius,796825099.0,C,
639,Czech Republic,František Ladislav Rieger,797539957.0,C,
640,Czech Republic,Petr Mach,797842545.0,Start,
641,Czech Republic,Jaroslava Moserová,798490261.0,Start,
642,Czech Republic,Vávra Suk,798648973.0,Stub,
643,Czech Republic,Vojtěch Náprstek,798686948.0,C,
644,Czech Republic,Lubomír Štrougal,798705619.0,Start,
645,Czech Republic,Jan Krejčí,798796793.0,B,
646,Czech Republic,Radek John,798944631.0,Stub,
647,Czech Republic,Jan Jesenius,799301686.0,C,
648,Czech Republic,Josef Ježek,800555146.0,Start,
649,Czech Republic,Jana Bobošíková,800754664.0,Start,
650,Czech Republic,Franz Anton von Kolowrat-Liebsteinsky,800883412.0,Start,
651,Czech Republic,Viktor Dyk,800925236.0,C,
652,Czech Republic,Alois Jirásek,800925518.0,C,
653,Czech Republic,"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",801939668.0,Start,
654,Czech Republic,Adriana Krnáčová,801972898.0,Start,
655,Czech Republic,Ondřej Liška,802013967.0,Stub,
656,Czech Republic,Marcel Chládek,802054500.0,Stub,
657,Czech Republic,Miroslava Kopicová,802055280.0,Stub,
658,Czech Republic,Milan Chovanec,802060218.0,Stub,
659,Czech Republic,František Bublan,802060471.0,Stub,
660,Czech Republic,Jiří Dienstbier Jr.,802069244.0,C,
661,Czech Republic,Táňa Fischerová,802360196.0,C,
662,Czech Republic,Václav Jehlička,802365998.0,Stub,
663,Czech Republic,Viliam Široký,802416926.0,Stub,
664,Czech Republic,Miroslav Lidinský,802531379.0,Start,
665,Czech Republic,Petr Cibulka,802834939.0,Start,
666,Czech Republic,Anna Šabatová,802875800.0,Stub,
667,Czech Republic,Adolph Aloys von Braun,803332354.0,C,
668,Czech Republic,Dana Bérová,803438779.0,Stub,
669,Czech Republic,František Palacký,803658529.0,C,
670,Czech Republic,Miroslav Kostelka,803709959.0,Stub,
671,Czech Republic,Martin Barták,803793256.0,Stub,
672,Czech Republic,Karolína Peake,803794383.0,Start,
673,Czech Republic,Petr Ježek,803983301.0,Start,
674,Czech Republic,František Udržal,804093764.0,Stub,
675,Czech Republic,Václav Havel,804569724.0,C,
676,Czech Republic,Pavel Fischer,804582256.0,Stub,
677,Czech Republic,Eva Tylová,804591494.0,Stub,
678,Czech Republic,Dana Jurásková,804715205.0,Stub,
679,Czech Republic,Svatopluk Němeček,804715467.0,Stub,
680,Czech Republic,Richard Brabec,804820949.0,Stub,
681,Czech Republic,Jan Fischer (politician),804868436.0,C,
682,Czech Republic,Martin Pecina,804869147.0,Stub,
683,Czech Republic,Vlasta Parkanová,804871394.0,Stub,
684,Czech Republic,Martin Bursík,804879673.0,Start,
685,Czech Republic,Lubomír Zaorálek,805037426.0,Start,
686,Czech Republic,Radola Gajda,805084705.0,C,
687,Czech Republic,Karel Schwarzenberg,805176779.0,C,
688,Czech Republic,Vlasta Svobodová,805179298.0,Stub,
689,Czech Republic,Ondřej Přikryl,805352758.0,Start,
690,Czech Republic,Milada Horáková,805439919.0,C,
691,Czech Republic,Martin Holcát,805824502.0,Stub,
692,Czech Republic,Alena Dernerová,805946007.0,Stub,
693,Czech Republic,Marian Jurečka,806049453.0,Stub,
694,Czech Republic,Pavel Bělobrádek,806085100.0,Stub,
695,Czech Republic,Dan Ťok,806231200.0,Stub,
696,Czech Republic,Jiří Dienstbier,806490518.0,Stub,
697,Czech Republic,Rudolf Slánský,806504904.0,C,
698,Czech Republic,Alexandr Vondra,806537585.0,C,
699,Czech Republic,Jaroslav Šedivý,806538241.0,Stub,
700,Czech Republic,Cyril Svoboda,806538320.0,C,
701,Czech Republic,Jan Kohout,806539480.0,Stub,
702,Czech Republic,Miloš Vystrčil,806558617.0,Stub,
703,Czech Republic,Alois Eliáš,806566913.0,C,
704,Czech Republic,Jan Skopeček (politician),806569308.0,Stub,
705,Czech Republic,Miloslav Ludvík,806586185.0,Stub,
706,Czech Republic,Martin Kupka,806636602.0,Stub,
707,Czech Republic,Matěj Stropnický,806650264.0,Stub,
708,Czech Republic,Petr Šimerka,806669645.0,Stub,
709,Czech Republic,Jaromír Drábek,806669709.0,Stub,
710,Czech Republic,Ludmila Müllerová,806669752.0,Stub,
711,Czech Republic,Jan Veleba (politician),806672899.0,Stub,
712,Czech Republic,František Ringo Čech,806673245.0,Stub,
713,Czech Republic,Michaela Marksová,806673585.0,Stub,
714,Czech Republic,Robert Pelikán,806708361.0,Stub,
715,Czech Republic,Karla Šlechtová,806708532.0,Stub,
716,Czech Republic,Stanislav Gross,806720477.0,C,
717,Czech Republic,Martin Stropnický,806729653.0,Stub,
718,Czech Republic,Leoš Heger,806751902.0,Stub,
719,Czech Republic,Bohuslav Svoboda,806850638.0,Stub,
720,Czech Republic,Miroslava Němcová,806876791.0,Stub,
721,Czech Republic,Zbyněk Stanjura,806900987.0,Stub,
722,Czech Republic,Drahomíra Miklošová,806988445.0,Stub,
723,Czech Republic,Václav Klaus Jr.,806991412.0,C,
724,Czech Republic,Dominik Feri,807058182.0,Start,
725,Czech Republic,Alexandra Udženija,807102237.0,Stub,
726,Czech Republic,Ivan Pilný,807333095.0,Stub,
727,Czech Republic,Marta Semelová,807334610.0,Stub,
728,Czech Republic,Daniel Herman,807334657.0,Start,
729,Czech Republic,Jan Hamáček,807353609.0,Stub,
730,Czech Republic,Michal Horáček,807358143.0,C,
731,Czech Republic,Václav Klaus,807382193.0,C,
732,Czech Republic,Martin Kuba,807394304.0,Stub,
733,Czech Republic,Martin Říman,807394725.0,Stub,
734,Czech Republic,Kateřina Valachová,807399097.0,Stub,
735,Czech Republic,Vladimír Tošovský,807415625.0,Stub,
736,Czech Republic,Pavel Svoboda,807416099.0,Start,
737,Czech Republic,Petr Fiala,807420515.0,Start,
738,Czech Republic,Vladimír Špidla,807462107.0,C,
9359,Salvadoran,Timoteo Menéndez,566504165.0,Stub,
9360,Salvadoran,Joaquín Escolán y Balibrera,679294949.0,Stub,
9361,Salvadoran,Fermín Palacios,705353491.0,Stub,
9362,Salvadoran,Eugenio Aguilar,705353565.0,Stub,
9363,Salvadoran,Tomás Medina,705353584.0,Stub,
9364,Salvadoran,Ramón Rodríguez (Salvadoran politician),705353647.0,Stub,
9365,Salvadoran,Vicente Gómez,705353678.0,Stub,
9366,Salvadoran,Lorenzo Zepeda,705353843.0,Stub,
9367,Salvadoran,José María Peralta,705353896.0,Stub,
9368,Salvadoran,Francisco Menéndez,705353975.0,Stub,
9369,Salvadoran,Pedro José Escalón,705354095.0,Stub,
9370,Salvadoran,Fernando Figueroa,705354112.0,Stub,
9371,Salvadoran,Carlos Meléndez (politician),705354212.0,Stub,
9372,Salvadoran,Fabio Castillo Figueroa,705385310.0,Stub,
9373,Salvadoran,Ricardo Montenegro,706769596.0,Stub,
9374,Salvadoran,Rafael Campo,707399758.0,Start,
9375,Salvadoran,Miguel Santín del Castillo,707400213.0,Stub,
9376,Salvadoran,Osmín Aguirre y Salinas,707403482.0,Stub,
9377,Salvadoran,Eusebio Rodolfo Cordón Cea,707404888.0,Stub,
9378,Salvadoran,Juan José Guzmán,707519272.0,Stub,
9379,Salvadoran,Juan José Cañas,708089470.0,Stub,
9380,Salvadoran,José Gregorio Salazar,710543364.0,Start,
9381,Salvadoran,Diego Vigil Cocaña,710555824.0,Start,
9382,Salvadoran,Nicolás Espinoza,710578840.0,Start,
9383,Salvadoran,Pedro Barriere,710677703.0,Start,
9384,Salvadoran,Joaquín de San Martín,710828020.0,Start,
9385,Salvadoran,José Félix Quirós,714256648.0,Stub,
9386,Salvadoran,Edgardo Carlos Suárez Mallagray,717903674.0,Stub,
9387,Salvadoran,Aníbal Portillo,720419598.0,Stub,
9388,Salvadoran,José Francisco Valiente,720478176.0,Stub,
9389,Salvadoran,Diego de Holguín,720623176.0,Stub,
9390,Salvadoran,Sigfrido Reyes Morales,720633452.0,Start,
9391,Salvadoran,Manuel Enrique Araujo,723277343.0,Start,
9392,Salvadoran,Joaquín Eufrasio Guzmán,730854147.0,Stub,
9393,Salvadoran,Francisco Malespín,730864227.0,Stub,
9394,Salvadoran,Rodrigo Ávila,733791467.0,Start,
9395,Salvadoran,Mario Aguiñada Carranza,736491718.0,Start,
9396,Salvadoran,David Rodríguez Rivera,738362225.0,Start,
9397,Salvadoran,Carlos Ezeta,741190933.0,Stub,
9398,Salvadoran,Andrés Ignacio Menéndez,742279612.0,Stub,
9399,Salvadoran,Gerardo Barrios,743252984.0,Start,
9400,Salvadoran,Rubén Zamora,748418081.0,Start,
9401,Salvadoran,Antonio José Cañas,749973666.0,Start,
9402,Salvadoran,José Atilio Benítez Parada,749976455.0,Stub,
9403,Salvadoran,Violeta Menjívar,757618572.0,Start,
9404,Salvadoran,Santiago González (politician),757977772.0,Stub,
9405,Salvadoran,Rosa Amelia Guzmán,758287489.0,Start,
9406,Salvadoran,Gloria Salguero Gross,758288293.0,C,
9407,Salvadoran,David Joaquín Guzmán,765528693.0,Start,
9408,Salvadoran,Francisco Gómez (El Salvador President),766757526.0,Start,
9409,Salvadoran,Francisco Dueñas,769575358.0,Stub,
9410,Salvadoran,Rafael Zaldívar,770682721.0,Start,
9411,Salvadoran,Óscar Ortiz (El Salvador),774857245.0,Stub,
9412,Salvadoran,José Damián Villacorta,777601256.0,Start,
9413,Salvadoran,José Escolástico Marín,777602660.0,Stub,
9414,Salvadoran,José María Cornejo,777612972.0,Start,
9415,Salvadoran,José María Peralta Lagos,777613551.0,Stub,
9416,Salvadoran,José María San Martín,777613737.0,Start,
9417,Salvadoran,José María Silva,777613786.0,Start,
9418,Salvadoran,Juan Manuel Rodríguez,777685186.0,Start,
9419,Salvadoran,Juan Vicente Villacorta Díaz,777698313.0,Start,
9420,Salvadoran,Juan José Daboub,778564487.0,C,
9421,Salvadoran,José Arturo Vásquez Machado,779894617.0,Stub,
9422,Salvadoran,Andrés del Valle,779931580.0,Start,
9423,Salvadoran,Lilian Mercedes Letona,780552804.0,Start,
9424,Salvadoran,Carlos Quintanilla Schmidt,780701356.0,Stub,
9425,Salvadoran,Enrique Álvarez Córdova,781102914.0,Stub,
9426,Salvadoran,Arturo Araujo,782520448.0,Stub,
9427,Salvadoran,Rubén Alonso Rosales,782652818.0,Start,
9428,Salvadoran,Mariano Prado,783472679.0,Start,
9429,Salvadoran,Pío Romero Bosque,784506431.0,Stub,
9430,Salvadoran,Alfonso Quiñónez Molina,785229840.0,Stub,
9431,Salvadoran,Jorge Meléndez,786063735.0,Stub,
9432,Salvadoran,Carmen Elena Figueroa,786068145.0,Stub,
9433,Salvadoran,Felipe Codallos,786492357.0,Stub,
9434,Salvadoran,Tomás Regalado (Salvadoran politician),786492366.0,Stub,
9435,Salvadoran,Doroteo Vasconcelos,788264133.0,GA,
9436,Salvadoran,Alfredo Cristiani,788447923.0,C,
9437,Salvadoran,Óscar Osorio,791821555.0,Start,
9438,Salvadoran,Lourdes Rodríguez de Flores,791907279.0,Stub,
9439,Salvadoran,Álvaro Magaña,791907345.0,Stub,
9440,Salvadoran,Salvador Castaneda Castro,791911972.0,B,
9441,Salvadoran,Julio Adalberto Rivera Carballo,792385744.0,Start,
9442,Salvadoran,Carlos Salazar Castro,793184472.0,Start,
9443,Salvadoran,Maximiliano Hernández Martínez,793642670.0,C,
9444,Salvadoran,Reynaldo Galindo Pohl,794052085.0,Stub,
9445,Salvadoran,Ciro Cruz Zepeda,794459622.0,Start,
9446,Salvadoran,Ana Ligia Mixco Sol de Saca,794561394.0,Start,
9447,Salvadoran,Carlos Humberto Romero,794988963.0,Start,
9448,Salvadoran,Ana María,795573859.0,Start,
9449,Salvadoran,Arturo Armando Molina,796131598.0,Stub,
9450,Salvadoran,Carlos Eugenio Vides Casanova,797151261.0,C,
9451,Salvadoran,Miguel Álvarez Castro,798306895.0,Stub,
9452,Salvadoran,José Guillermo García,798460321.0,Start,
9453,Salvadoran,Marisol Argueta de Barillas,798896224.0,Start,
9454,Salvadoran,René Emilio Ponce,799918049.0,Stub,
9455,Salvadoran,Guillermo Ungo,800478736.0,Stub,
9456,Salvadoran,Antonio Saca,802075785.0,C,
9457,Salvadoran,Hugo Lindo,802944082.0,Start,
9458,Salvadoran,Schafik Handal,803674894.0,Start,
9459,Salvadoran,Ana Vilma de Escobar,803927035.0,C,
9460,Salvadoran,Juan Lindo,804134156.0,Start,
9461,Salvadoran,Mauricio Funes,804528819.0,GA,
9462,Salvadoran,Vice President of El Salvador,804538892.0,Start,
9463,Salvadoran,Francisco Flores Pérez,804606321.0,C,
9464,Salvadoran,José Napoleón Duarte,804809409.0,C,
9465,Salvadoran,Armando Calderón Sol,804991452.0,Start,
9466,Salvadoran,Fidel Sánchez Hernández,805353238.0,Start,
9467,Salvadoran,Rafael Antonio Gutiérrez,805474907.0,Start,
9468,Salvadoran,Irma Dimas,806010405.0,Start,
9469,Salvadoran,Manuel José Arce,806057984.0,Start,
9470,Salvadoran,President of El Salvador,806101149.0,Stub,
9471,Salvadoran,José Matías Delgado,806731535.0,C,
9472,Salvadoran,Vanda Pignato,806958982.0,B,
9473,Salvadoran,José María Lemus,807175924.0,Stub,
9474,Salvadoran,Salvador Sánchez Cerén,807210786.0,C,
9475,Rhodesian,Gervas Clay,574571582.0,Stub,
9476,Rhodesian,Harry Davies (politician),669387487.0,Start,
9477,Rhodesian,William Fairbridge,682576258.0,Start,
9478,Rhodesian,Washington Malianga,711506001.0,Stub,
9479,Rhodesian,Ronald Snapper,712233907.0,Stub,
9480,Rhodesian,Gerald B. Clarke,747497059.0,Stub,
9481,Rhodesian,Francis Chaplin,763530115.0,Stub,
9482,Rhodesian,Roger Hawkins (politician),763533706.0,Start,
9483,Rhodesian,George Mitchell (Rhodesia),763540238.0,Stub,
9484,Rhodesian,John Landau,763870152.0,Stub,
9485,Rhodesian,Byron Hove,763951988.0,Start,
9486,Rhodesian,Hilary Squires,766847256.0,Stub,
9487,Rhodesian,Cecil Dennistoun Burney,774837666.0,Stub,
9488,Rhodesian,Mark Partridge,780260926.0,Stub,
9489,Rhodesian,Prime Minister of Rhodesia,782602484.0,Start,
9490,Rhodesian,Leo Cardwell Ross,783150296.0,Start,
9491,Rhodesian,Josiah Gondo,783150589.0,C,
9492,Rhodesian,Dunduzu Chisiza,783301534.0,B,
9493,Rhodesian,Allan Ross Welsh,784562559.0,C,
9494,Rhodesian,John Moore Caldicott,784757829.0,Start,
9495,Rhodesian,John Ralph Beaumont,784758963.0,Start,
9496,Rhodesian,Leonard Ray Morgan,784769027.0,Start,
9497,Rhodesian,Raleigh Grey,784826325.0,Start,
9498,Rhodesian,Robert Clarkson Tredgold,784830601.0,Start,
9499,Rhodesian,Robert James Hudson,784831407.0,B,
9500,Rhodesian,William Harper (Rhodesian politician),784870217.0,FA,
9501,Rhodesian,Rowan Cronjé,784974615.0,GA,
9502,Rhodesian,Edgar Whitehead,786601705.0,Start,
9503,Rhodesian,Henry Hamilton Beamish,786659504.0,Start,
9504,Rhodesian,Lionel Cripps,787105083.0,Start,
9505,Rhodesian,A. R. Colquhoun,787147677.0,Start,
9506,Rhodesian,John McChlery,787854502.0,Stub,
9507,Rhodesian,Jeremiah Chirau,789545107.0,Stub,
9508,Rhodesian,Winston Field,789689591.0,C,
9509,Rhodesian,Howard Unwin Moffat,790010191.0,Start,
9510,Rhodesian,Ken Flower,794528943.0,Start,
9511,Rhodesian,Andrew Skeen (Rhodesia),795348776.0,Stub,
9512,Rhodesian,Hugh Beadle,795369277.0,FA,
9513,Rhodesian,Hugh Marshall Hole,795483112.0,Start,
9514,Rhodesian,Roy Welensky,797314307.0,FA,
9515,Rhodesian,Abel Muzorewa,797407618.0,C,
9516,Rhodesian,Signatories of Rhodesia's Unilateral Declaration of Independence,797546082.0,Start,
9517,Rhodesian,Jack Howman,798384751.0,Stub,
9518,Rhodesian,Ethel Tawse Jollie,798492985.0,Start,
9519,Rhodesian,Alan David Butler,799332728.0,Start,
9520,Rhodesian,Jack William Pithey,799548505.0,Start,
9521,Rhodesian,President of Rhodesia,799548556.0,C,
9522,Rhodesian,Denis Walker,799608339.0,C,
9523,Rhodesian,James Cowden,800407772.0,Stub,
9524,Rhodesian,Herbert Chitepo,800416336.0,C,
9525,Rhodesian,Thomas Nangle,800479460.0,Start,
9526,Rhodesian,Timothy Stamps,800986051.0,C,
9527,Rhodesian,Sam Levy,801716406.0,Start,
9528,Rhodesian,Humphrey Gibbs,801718040.0,C,
9529,Rhodesian,P. K. van der Byl,801795215.0,FA,
9530,Rhodesian,Clifford Dupont,801876681.0,C,
9531,Rhodesian,Lance Smith (politician),802151785.0,GA,
9532,Rhodesian,Desmond Lardner-Burke,802930161.0,B,
9533,Rhodesian,John Bredenkamp,803620246.0,C,
9534,Rhodesian,Frank Rhodes (British Army officer),804040348.0,Start,
9535,Rhodesian,Ernest Lucas Guest,804101492.0,FA,
9536,Rhodesian,Godfrey Chidyausiku,804650400.0,Start,
9537,Rhodesian,Richard Hope Hall,804743937.0,GA,
9538,Rhodesian,Crosaire,804806363.0,Start,
9539,Rhodesian,Gaston Thornicroft,804877226.0,Start,
9540,Rhodesian,"James Graham, 7th Duke of Montrose",805372073.0,C,
9541,Rhodesian,Ahrn Palley,805960143.0,C,
9542,Rhodesian,Allan Savory,806153816.0,GA,
9543,Rhodesian,Ian Smith,806532780.0,FA,
9544,Rhodesian,Garfield Todd,807097467.0,C,
9545,Rhodesian,Douglas Hamilton Ritchie,807159903.0,C,
9546,Rhodesian,Godfrey Huggins,807160082.0,C,
9547,Rhodesian,George Hackwill,807283218.0,C,
9548,Rhodesian,Henry Everard,807425613.0,Start,
9549,Rhodesian,John Wrathall,807425747.0,C,
10344,"Congo, Dem. Rep. of",Mavua Mudima,592289232.0,Stub,
10345,"Congo, Dem. Rep. of",List of provincial governors of the Democratic Republic of the Congo,663088604.0,Stub,
10346,"Congo, Dem. Rep. of",Eugène Diomi Ndongala Nzomambu,705390654.0,Stub,
10347,"Congo, Dem. Rep. of",Théophile Mbemba Fundu,705707214.0,Stub,
10348,"Congo, Dem. Rep. of",Ntumba Luaba,705723187.0,Stub,
10349,"Congo, Dem. Rep. of",Myra Ndjoku Manianga,705723441.0,Stub,
10350,"Congo, Dem. Rep. of",André-Philippe Futa,708009445.0,Start,
10351,"Congo, Dem. Rep. of",Gérard Gifuza,708358969.0,Stub,
10352,"Congo, Dem. Rep. of",Koloso Sumaili,708359204.0,Stub,
10353,"Congo, Dem. Rep. of",Célestin Cibalonza Byaterana,713195149.0,Stub,
10354,"Congo, Dem. Rep. of",Emmanuel Leku Apuobo,713198718.0,Stub,
10355,"Congo, Dem. Rep. of",Kisula Ngoy,713583472.0,Stub,
10356,"Congo, Dem. Rep. of",Jean Collins Musonda Kalusambo,714150941.0,Stub,
10357,"Congo, Dem. Rep. of",Denis Kalume Numbi,714220527.0,Start,
10358,"Congo, Dem. Rep. of",Delphin Kyubwa,718961623.0,Stub,
